id,date,text,x,y
847108083033637000,Wed Mar 29 15:28:00 +0000 2017,Múnich war Stadt aus Deutschland wo es am Dienstag 28 die grösste Anzahl an Trends gab: https://t.co/U3VjydeJLB #trndnl,13377,52.5161
847108011466351000,Wed Mar 29 15:27:43 +0000 2017,"I'm at Rave Zimmer 👯 in Berlin, Land de Berlin https://t.co/nOc1qzisvo",13.308026,52.484334
847107869015183000,Wed Mar 29 15:27:09 +0000 2017,One of them was going to kiss me... it was the snake! 🐍 #alexanderplatz #berlin #citybreak #kiss… https://t.co/YCCirGYlUu,13.4126999,52.52128
847107832520610000,Wed Mar 29 15:27:00 +0000 2017,"@N4d1n1 Oh ja, ""Nehmen Sie es doch einfach mal auf den Arm"" während du gerade versuchst, aus der U-Bahn auszusteigen.",13.2920201,52.496224
847107573681603000,Wed Mar 29 15:25:58 +0000 2017,New podcast for Carte Blanche:… https://t.co/JF3gXSBcRb,13.3989,52.5006
847107557793542000,Wed Mar 29 15:25:54 +0000 2017,"4 verified accounts helped to turn 'Michelle Müntefering' into a Trending Topic. Some of them: @tagesschau, @ismail_kupeli &amp; @ghensel",13377,52.5161
847107556312924000,Wed Mar 29 15:25:54 +0000 2017,"The tweet with the most impact of the 'Michelle Müntefering' Trend, was published by @tagesschau: https://t.co/fUkXNimIXn (22 RTs) #trndnl",13377,52.5161
847107555327304000,Wed Mar 29 15:25:54 +0000 2017,#Top3Apps for 'Michelle Müntefering'Twitter Web Client 24%Twitter for iPhone 20%dlvr.it 14%,13377,52.5161
847107552944939000,Wed Mar 29 15:25:53 +0000 2017,96 benutzer und 101 tweets (63 RTs) in 1 woche drehte den hashtag 'Michelle Müntefering' in trend. #trndnl,13377,52.5161
847107551581782000,Wed Mar 29 15:25:53 +0000 2017,@Europa_1492 der 1. Erwähnung der 'Michelle Müntefering' erscheint auf Ihrer TL. Jetzt ist Trending Topic in Deutschland! #trndnl,13377,52.5161
847107152590361000,Wed Mar 29 15:24:18 +0000 2017,@berlindisaster @ooohberlin @uberlinco @FindingBerlin also hear breaking into the old Eisfabrik roof is a winner.. oh &amp; Nola's am Weinberg,13.415613,52.5089472
847107146906984000,Wed Mar 29 15:24:16 +0000 2017,#blossom for @streets_mag anniebundfussphoto #makeup @AdeleMUA  #hairbyme using @bumble @ Soho… https://t.co/tsYsxKk9fh,13.41533,52.52752
847106790399500000,Wed Mar 29 15:22:51 +0000 2017,"""Und, was machst du heut noch so?!"" #Baxmann vs. #Vehanen #ebb #delpo17 #eisbärenberlin… https://t.co/QWEYv6kCYz",13.44275951,52.5053032
847106743335358000,Wed Mar 29 15:22:40 +0000 2017,"Condor in return. From Berlin... (@ Berlin-Schönefeld Airport - @berlinairport in Berlin, Germany) https://t.co/lkTUSjWeAF",13.51807594,52.38801579
847106560002208000,Wed Mar 29 15:21:57 +0000 2017,#GalaxyS8 nur ein Trend auf dem 4. Platz in Deutschland werden #trndnl https://t.co/PuUdiDzM08,13377,52.5161
847106555984069000,Wed Mar 29 15:21:56 +0000 2017,Michelle Müntefering' nur ein Trend auf dem 6. Platz in Deutschland werden #trndnl https://t.co/Fuxr8xrScJ,13377,52.5161
847106351100781000,Wed Mar 29 15:21:07 +0000 2017,29.03.2017 16:15 #Rigaer #Berlin https://t.co/2NBGtrBh88,13.465937,52.515885
847106205864645000,Wed Mar 29 15:20:32 +0000 2017,Mittwoch-Nachmittag (@ Viktoria Eis in Berlin) https://t.co/XH2Z2pc7SX,13.34002018,52.49533651
847106124591460000,Wed Mar 29 15:20:13 +0000 2017,MWDE -  Parallelwelten prallen aufeinander: Moslemische Eltern protestieren gegen homosexuellen Lehrer - Der… https://t.co/RzhQqU8uLr,13.42912598,52.52786948
847106122397839000,Wed Mar 29 15:20:12 +0000 2017,MWDE -  UNO: Millionen Menschen von weltweiten Entwicklungsfortschritten abgehängt - In der menschlichen… https://t.co/RvUeQleV1I,13.42912598,52.52786948
847106119105311000,Wed Mar 29 15:20:11 +0000 2017,MWDE -  Neue Asthma-Therapie der schwangeren Mütter schützt die Kinder - Asthma ist eine auf der ganzen Welt… https://t.co/gWKrVMZBzW,13.42912598,52.52786948
847106063010751000,Wed Mar 29 15:19:58 +0000 2017,⒍ Michelle Müntefering⒎ EU-Austritt⒏ Großbritannien⒐ Bastian Schweinsteiger⒑ DVB-T22017/3/29 17:16 CEST https://t.co/p8qpEIM5hj,13377,52.5161
847106061827949000,Wed Mar 29 15:19:58 +0000 2017,⒈ #Brexit⒉ #Wirtschaftsgespraeche17⒊ #blmtalkwahl⒋ #GalaxyS8⒌ #Valerian2017/3/29 17:16 CEST #trndnl https://t.co/p8qpEIM5hj,13377,52.5161
847105593710002000,Wed Mar 29 15:18:06 +0000 2017,Isolation and despair. Placeholders of lost lives with no names.… https://t.co/UI4pQgHPIw,13.37888889,52.51388889
